เดือน,จังหวัด, อัตราการเข้าพักปี 2567 , อัตราการเข้าพักปี 2566 ,%การเปลี่ยนแปลง, จำนวนผู้เข้าพักปี 2567 (คน)  , จำนวนผู้เข้าพักปี 2566 (คน) ,%การเปลี่ยนแปลง, จำนวนผู้เยี่ยมเยือนทั้งหมดปี 2567 (คน) , จำนวนผู้เยี่ยมเยือนทั้งหมดปี 2566 (คน) ,%การเปลี่ยนแปลง, จำนวนผู้เยี่ยมเยือนคนไทยปี 2567 (คน) , จำนวนผู้เยี่ยมเยือนคนไทยปี 2566 (คน) ,%การเปลี่ยนแปลง, จำนวนผู้เยี่ยมเยือนชาวต่างชาติปี 2567 (คน) , จำนวนผู้เยี่ยมเยือนชาวต่างชาติปี 2566 (คน) ,%การเปลี่ยนแปลง, รายได้จากผู้เยี่ยมเยือนปี 2567 (ล้านบาท) , รายได้จากผู้เยี่ยมเยือนปี 2566 (ล้านบาท) ,%การเปลี่ยนแปลง, รายได้จากผู้เยี่ยมเยือนคนไทยปี 2567 (ล้านบาท) , รายได้จากผู้เยี่ยมเยือนคนไทยปี 2566 (ล้านบาท) ,%การเปลี่ยนแปลง, รายได้จากผู้เยี่ยมเยือนชาวต่างชาติปี 2567 (ล้านบาท) , รายได้จากผู้เยี่ยมเยือนชาวต่างชาติปี 2566 (ล้านบาท) ,%การเปลี่ยนแปลง,จำนวนอุทยานแห่งชาติ,จำนวนสถานที่ท่องเที่ยว
พฤษภาคม,ตราด,62.52,56.51,6.01,174375,142947,21.99,224682,172209,30.47,196258,150590,30.33,28424,21619,31.48,1838.39,1375.25,33.68,1426.00,1037.21,37.48,412.39,338.04,21.99,3,60
พฤษภาคม,นครนายก,58.09,53.72,4.37,95185,95066,0.13,250933,151761,65.35,249820,151012,65.43,1113,749,48.60,539.82,424.28,27.23,535.10,421.53,26.94,4.72,2.75,71.64,0,53
พฤษภาคม,ปราจีนบุรี,50.79,45.48,5.31,62789,66189,-5.14,116213,116310,-0.08,112318,115945,-3.13,3895,365,967.12,344.68,337.44,2.15,330.65,335.88,-1.56,14.03,1.56,799.36,1,39
พฤษภาคม,ระยอง,80.59,74.34,6.25,310649,318912,-2.59,517964,497150,4.19,439520,441422,-0.43,78444,55728,40.76,2488.96,2237.52,11.24,1775.29,1739.26,2.07,713.67,498.26,43.23,0,77
พฤษภาคม,สระแก้ว,48.43,42.54,5.89,39517,38142,3.60,115520,106923,8.04,113654,96799,17.41,1866,10124,-81.57,366.82,345.39,6.20,360.58,319.16,12.98,6.24,26.23,-76.21,0,54
พฤษภาคม,กระบี่,70.05,67.25,2.80,234166,280703,-16.58,636818,366164,73.92,413223,193429,113.63,223595,172735,29.44,8329.03,6610.41,26.00,4669.12,2474.84,88.66,3659.91,4135.57,-11.50,1,61
พฤษภาคม,ชุมพร,58.73,57.89,0.84,97449,94876,2.71,144235,133916,7.71,142189,132795,7.07,2046,1121,82.52,560.40,459.61,21.93,552.77,455.94,21.24,7.63,3.67,107.90,1,79
พฤษภาคม,นครศรีธรรมราช,68.78,66.30,2.48,184033,181878,1.18,339937,328871,3.36,335394,325253,3.12,4543,3618,25.57,1157.40,1070.25,8.14,1136.47,1053.09,7.92,20.93,17.16,21.97,1,79
พฤษภาคม,พังงา,73.68,64.92,8.76,98673,113684,-13.20,345899,292415,18.29,107750,148861,-27.62,238149,143554,65.90,4613.51,3664.30,25.90,1080.61,1283.83,-15.83,3532.90,2380.47,48.41,3,63
พฤษภาคม,ภูเก็ต,74.06,73.23,0.83,836040,935501,-10.63,974044,1053550,-7.55,240732,310898,-22.57,733312,742652,-1.26,35824.13,37997.65,-5.72,2451.35,3198.50,-23.36,33372.78,34799.15,-4.10,0,78
พฤษภาคม,ระนอง,57.04,54.31,2.73,47028,48824,-3.68,67633,90473,-25.25,65234,88277,-26.10,2399,2196,9.24,291.00,285.38,1.97,268.27,276.03,-2.81,22.73,9.35,143.10,4,58
พฤษภาคม,สุราษฎร์ธานี,78.58,70.68,7.90,504912,441409,14.39,782996,601887,30.09,447805,322364,38.91,335191,279523,19.92,9108.58,8644.53,5.37,3798.40,2628.58,44.50,5310.18,6015.95,-11.73,4,80
พฤษภาคม,ตรัง,67.44,65.90,1.54,87093,86643,0.52,172525,148962,15.82,166326,145215,14.54,6199,3747,65.44,907.77,748.01,21.36,833.04,714.74,16.55,74.73,33.27,124.62,0,49
พฤษภาคม,นราธิวาส,65.97,49.86,16.11,39518,32745,20.68,111723,63233,76.68,49029,24002,104.27,62694,39231,59.81,420.59,204.41,105.76,176.67,69.62,153.76,243.92,134.79,80.96,0,33
พฤษภาคม,ปัตตานี,56.72,44.57,12.15,19778,18984,4.18,49906,30582,63.19,35551,23545,50.99,14355,7037,103.99,186.16,95.12,95.71,129.21,80.89,59.74,56.95,14.23,300.21,0,46
พฤษภาคม,พัทลุง,65.81,60.96,4.85,45047,42928,4.94,142783,75312,89.59,135336,73312,84.60,7447,2000,272.35,383.41,170.99,124.23,359.34,165.33,117.35,24.07,5.66,325.27,0,33
พฤษภาคม,ยะลา,84.56,62.86,21.70,96706,71253,35.72,175613,116701,50.48,100680,61848,62.79,74933,54853,36.61,694.55,449.91,54.38,296.85,173.74,70.86,397.70,276.17,44.01,0,36
พฤษภาคม,สงขลา,75.14,67.54,7.60,277567,290157,-4.34,561679,457503,22.77,241344,241069,0.11,320335,216434,48.01,4034.09,3529.28,14.30,1684.75,1669.20,0.93,2349.34,1860.08,26.30,0,62
พฤษภาคม,สตูล,69.28,61.72,7.56,95296,88980,7.10,202849,182100,11.39,176993,165189,7.15,25856,16911,52.89,1083.92,932.57,16.23,962.37,844.06,14.02,121.55,88.51,37.33,0,59
พฤษภาคม,เชียงราย,66.93,60.29,6.64,349554,340096,2.78,482179,467182,3.21,429549,413882,3.79,52630,53300,-1.26,3659.73,3384.13,8.14,2987.86,2806.67,6.46,671.87,577.46,16.35,0,106
พฤษภาคม,เชียงใหม่,69.46,62.82,6.64,582560,568294,2.51,852159,817560,4.23,608756,611291,-0.41,243403,206269,18.00,7469.95,7064.38,5.74,4536.17,4797.98,-5.46,2933.78,2266.40,29.45,0,159
พฤษภาคม,น่าน,68.23,66.84,1.39,95505,89103,7.18,134604,128788,4.52,133177,127489,4.46,1427,1299,9.85,432.97,398.91,8.54,424.68,392.59,8.17,8.29,6.32,31.17,0,66
พฤษภาคม,พะเยา,60.96,58.76,2.20,41735,41419,0.76,74864,79841,-6.23,72221,76753,-5.90,2643,3088,-14.41,172.05,178.47,-3.60,163.88,170.19,-3.71,8.17,8.28,-1.33,0,46
พฤษภาคม,แพร่,61.89,56.80,5.09,48729,45832,6.32,100675,97807,2.93,99626,96934,2.78,1049,873,20.16,246.90,229.39,7.63,243.47,227.08,7.22,3.43,2.31,48.48,0,67
พฤษภาคม,แม่ฮ่องสอน,46.19,41.22,4.97,86029,75258,14.31,94862,86746,9.36,76876,67988,13.07,17986,18758,-4.12,491.58,429.85,14.36,358.46,307.20,16.69,133.12,122.65,8.54,0,73
พฤษภาคม,ลำปาง,55.50,44.89,10.61,53028,51310,3.35,109740,113395,-3.22,104574,108702,-3.80,5166,4693,10.08,369.07,350.86,5.19,340.44,329.22,3.41,28.63,21.64,32.30,0,61
พฤษภาคม,ลำพูน,50.90,41.97,8.93,20420,23761,-14.06,95019,103304,-8.02,89251,97313,-8.28,5768,5991,-3.72,138.98,149.03,-6.74,125.09,136.38,-8.28,13.89,12.65,9.80,0,63
พฤษภาคม,กำแพงเพชร,36.21,36.03,0.18,34134,31496,8.38,65064,65069,-0.01,62790,63127,-0.53,2274,1942,17.10,140.48,138.00,1.80,134.95,133.66,0.97,5.53,4.34,27.42,0,35
พฤษภาคม,ตาก,61.57,56.64,4.93,132950,126946,4.73,188046,186450,0.86,184513,182440,1.14,3533,4010,-11.90,636.47,599.60,6.15,619.52,584.25,6.04,16.95,15.35,10.42,0,75
พฤษภาคม,นครสวรรค์,52.51,49.53,2.98,87772,80189,9.46,206711,203239,1.71,205627,202248,1.67,1084,991,9.38,579.64,522.75,10.88,575.51,520.28,10.62,4.13,2.47,67.21,0,64
พฤษภาคม,พิจิตร,50.31,48.27,2.04,31318,29616,5.75,69005,65576,5.23,68813,65432,5.17,192,144,33.33,130.20,116.40,11.86,129.67,116.12,11.67,0.53,0.28,89.29,0,43
พฤษภาคม,พิษณุโลก,49.73,45.56,4.17,127626,122904,3.84,247242,262546,-5.83,237328,251855,-5.77,9914,10691,-7.27,699.26,664.97,5.16,666.19,632.22,5.37,33.07,32.75,0.98,0,41
พฤษภาคม,เพชรบูรณ์,41.27,36.71,4.56,160070,147322,8.65,211860,193426,9.53,207831,189042,9.94,4029,4384,-8.10,738.73,664.31,11.20,721.31,650.28,10.92,17.42,14.03,24.16,0,66
พฤษภาคม,สุโขทัย,33.86,28.96,4.90,47529,43398,9.52,98661,105628,-6.60,82622,91656,-9.86,16039,13972,14.79,257.46,234.57,9.76,201.50,192.87,4.47,55.96,41.70,34.20,0,49
พฤษภาคม,อุตรดิตถ์,41.58,43.60,-2.02,47924,45948,4.30,80081,79458,0.78,79649,79092,0.70,432,366,18.03,171.66,166.28,3.24,170.44,165.69,2.87,1.22,0.59,106.78,0,48
พฤษภาคม,อุทัยธานี,52.37,44.82,7.55,30718,28724,6.94,77621,78123,-0.64,77517,78001,-0.62,104,122,-14.75,133.23,131.55,1.28,132.99,131.35,1.25,0.24,0.20,20.00,0,48
พฤษภาคม,กาฬสินธุ์,57.14,55.04,2.10,25850,25849,0.00,294373,79212,271.63,289867,77214,275.41,4506,1998,125.53,526.60,134.97,290.16,516.04,130.65,294.98,10.56,4.32,144.44,0,29
พฤษภาคม,ขอนแก่น,61.76,54.58,7.18,177373,164749,7.66,392609,325846,20.49,383451,316929,20.99,9158,8917,2.70,1314.36,1065.25,23.39,1287.02,1032.46,24.66,27.34,32.79,-16.62,0,52
พฤษภาคม,นครพนม,70.22,75.68,-5.46,61186,66884,-8.52,168912,184586,-8.49,156070,171538,-9.02,12842,13048,-1.58,328.93,332.52,-1.08,298.35,306.98,-2.81,30.58,25.54,19.73,0,39
พฤษภาคม,บึงกาฬ,52.01,50.01,2.00,33399,33078,0.97,75277,71212,5.71,72185,68520,5.35,3092,2692,14.86,143.46,132.88,7.96,137.79,127.01,8.49,5.67,5.87,-3.41,0,29
พฤษภาคม,มหาสารคาม,54.90,49.45,5.45,27026,28423,-4.92,63540,69212,-8.20,62514,68358,-8.55,1026,854,20.14,113.28,122.18,-7.28,110.70,119.37,-7.26,2.58,2.81,-8.19,0,29
พฤษภาคม,เลย,54.25,52.27,1.98,90403,96279,-6.10,154909,159047,-2.60,152367,157074,-3.00,2542,1973,28.84,344.91,350.48,-1.59,335.89,343.24,-2.14,9.02,7.24,24.59,0,63
พฤษภาคม,สกลนคร,48.78,43.28,5.50,55797,50809,9.82,145400,128478,13.17,143706,127716,12.52,1694,762,122.31,250.22,219.27,14.12,246.14,216.76,13.55,4.08,2.51,62.55,0,45
พฤษภาคม,หนองคาย,65.98,64.84,1.14,92407,87662,5.41,311225,270855,14.90,211434,192700,9.72,99791,78155,27.68,972.51,638.05,52.42,733.47,467.29,56.96,239.04,170.76,39.99,0,30
พฤษภาคม,หนองบัวลำภู,40.85,40.88,-0.03,8887,10026,-11.36,31340,27496,13.98,31077,27254,14.03,263,242,8.68,45.55,32.98,38.11,45.26,32.58,38.92,0.29,0.40,-27.50,0,29
พฤษภาคม,อุดรธานี,64.60,62.08,2.52,137981,154749,-10.84,400791,370612,8.14,316239,292853,7.99,84552,77759,8.74,1128.07,968.98,16.42,820.12,733.46,11.82,307.95,235.52,30.75,0,32
พฤษภาคม,ชัยภูมิ,64.04,50.58,13.46,74301,58485,27.04,147976,126757,16.74,147470,126131,16.92,506,626,-19.17,194.38,171.01,13.67,193.18,169.33,14.08,1.20,1.68,-28.57,0,47
พฤษภาคม,นครราชสีมา,64.79,61.52,3.27,373188,368026,1.40,645910,616425,4.78,629354,605643,3.92,16556,10782,53.55,1600.29,1495.94,6.98,1547.26,1454.90,6.35,53.03,41.04,29.22,1,97
พฤษภาคม,บุรีรัมย์,71.13,70.10,1.03,138840,136358,1.82,295652,278619,6.11,291552,275288,5.91,4100,3331,23.09,601.53,566.65,6.16,589.53,557.33,5.78,12.00,9.32,28.76,1,41
พฤษภาคม,มุกดาหาร,43.41,40.34,3.07,33737,34303,-1.65,154696,132501,16.75,143161,123632,15.80,11535,8869,30.06,272.98,227.61,19.93,246.73,205.88,19.84,26.25,21.73,20.80,0,44
พฤษภาคม,ยโสธร,54.04,45.03,9.01,13768,12293,12.00,63896,47583,34.28,63635,47394,34.27,261,189,38.10,106.39,76.29,39.45,105.92,75.80,39.74,0.47,0.49,-4.08,0,22
พฤษภาคม,ร้อยเอ็ด,50.65,42.14,8.51,30828,31328,-1.60,76044,64495,17.91,74294,63409,17.17,1750,1086,61.14,121.49,104.40,16.37,117.06,101.85,14.93,4.43,2.55,73.73,0,37
พฤษภาคม,ศรีษะเกษ,47.64,41.14,6.50,26336,26033,1.16,89141,67428,32.20,88657,67051,32.22,484,377,28.38,125.19,96.66,29.52,123.71,95.72,29.24,1.48,0.94,57.45,0,38
พฤษภาคม,สุรินทร์,48.93,46.49,2.44,68291,60254,13.34,100106,88434,13.20,97630,86102,13.39,2476,2332,6.17,195.25,181.80,7.40,189.37,173.85,8.93,5.88,7.95,-26.04,0,36
พฤษภาคม,อำนาจเจริญ,39.62,32.61,7.01,6761,5540,22.04,25098,19302,30.03,24506,18792,30.41,592,510,16.08,43.47,26.31,65.22,42.40,25.44,66.67,1.07,0.87,22.99,0,24
พฤษภาคม,อุบลราชธานี,51.25,46.44,4.81,90512,85580,5.76,227024,233021,-2.57,223987,230853,-2.97,3037,2168,40.08,651.04,619.03,5.17,644.32,612.63,5.17,6.72,6.40,5.00,0,55
มิถุนายน,กรุงเทพมหานคร,77.37,76.03,1.34,2654669,2593301,2.37,4505110,4421785,1.88,2465658,2447327,0.75,2039452,1974458,3.29,75018.82,70602.65,6.25,25067.73,23575.00,6.33,49951.09,47027.65,6.22,0,177
มิถุนายน,กาญจนบุรี,64.04,56.85,7.19,298224,259469,14.94,1265139,1104493,14.54,1231610,1079651,14.07,33529,24842,34.97,3147.26,2671.92,17.79,3001.55,2553.24,17.56,145.71,118.68,22.78,6,95
มิถุนายน,นครปฐม,47.58,47.67,-0.09,72578,73195,-0.84,351669,292850,20.09,346383,286446,20.92,5286,6404,-17.46,599.57,449.40,33.42,584.65,434.26,34.63,14.92,15.14,-1.45,0,66
มิถุนายน,ประจวบศิรีขันธ์,69.03,67.52,1.51,450589,435095,3.56,934757,831913,12.36,883622,789529,11.92,51135,42384,20.65,3940.18,3405.21,15.71,3352.18,2949.04,13.67,588.00,456.17,28.90,4,64
มิถุนายน,เพชรบุรี,61.41,62.08,-0.67,306536,306086,0.15,872333,830373,5.05,850905,818499,3.96,21428,11874,80.46,2602.30,2410.75,7.95,2417.04,2287.25,5.67,185.26,123.50,50.01,1,58
มิถุนายน,ราชบุรี,59.73,53.02,6.71,87810,81210,8.13,302917,198015,52.98,290778,184591,57.53,12139,13424,-9.57,566.97,371.27,52.71,541.36,340.13,59.16,25.61,31.14,-17.76,1,71
มิถุนายน,สมุทรปราการ,54.30,47.21,7.09,84239,98178,-14.20,358930,297764,20.54,280247,223143,25.59,78683,74621,5.44,670.15,586.94,14.18,467.91,374.19,25.05,202.24,212.75,-4.94,0,41
มิถุนายน,สมุทรสงคราม,58.06,54.64,3.42,61864,58439,5.86,520355,541440,-3.89,503858,528061,-4.58,16497,13379,23.31,643.57,665.14,-3.24,618.69,641.57,-3.57,24.88,23.57,5.56,0,39
มิถุนายน,สมุทรสาคร,41.87,41.63,0.24,29299,28455,2.97,109339,106197,2.96,108127,105321,2.66,1212,876,38.36,216.49,192.37,12.54,213.74,190.39,12.26,2.75,1.98,38.89,0,36
มิถุนายน,ชัยนาท,47.12,48.38,-1.26,19379,19719,-1.72,89323,86627,3.11,88771,85980,3.25,552,647,-14.68,157.32,136.33,15.40,156.24,135.33,15.45,1.08,1.00,8.00,0,36
มิถุนายน,นนทบุรี,59.54,55.81,3.73,86316,90504,-4.63,325007,311717,4.26,304270,293023,3.84,20737,18694,10.93,532.89,556.80,-4.29,477.57,513.56,-7.01,55.32,43.24,27.94,0,76
มิถุนายน,ปทุมธานี,50.09,47.83,2.26,41607,64043,-35.03,265477,258792,2.58,235734,234354,0.59,29743,24438,21.71,400.52,413.34,-3.10,339.96,356.25,-4.57,60.56,57.09,6.08,0,57
มิถุนายน,พระนครศรีอยุธยา,55.66,54.16,1.50,80533,76996,4.59,848343,781983,8.49,710531,653531,8.72,137812,128452,7.29,1983.54,1795.62,10.47,1606.06,1454.36,10.43,377.48,341.26,10.61,0,84
มิถุนายน,ลพบุรี,53.95,51.53,2.42,65968,63590,3.74,373449,332749,12.23,370782,331622,11.81,2667,1127,136.65,678.14,562.75,20.50,671.08,560.06,19.82,7.06,2.69,162.45,0,47
มิถุนายน,สระบุรี,57.81,56.24,1.57,83338,80580,3.42,351191,323333,8.62,344807,320523,7.58,6384,2810,127.19,632.82,566.89,11.63,620.98,561.56,10.58,11.84,5.33,122.14,2,50
มิถุนายน,สิงห์บุรี,52.53,45.87,6.66,16999,15325,10.92,80458,67312,19.53,79925,66531,20.13,533,781,-31.75,123.41,93.27,32.31,122.25,91.96,32.94,1.16,1.31,-11.45,0,36
มิถุนายน,สุพรรณบุรี,55.59,56.54,-0.95,71161,79258,-10.22,461556,441641,4.51,457474,439503,4.09,4082,2138,90.93,876.37,789.94,10.94,869.21,783.65,10.92,7.16,6.29,13.83,1,62
มิถุนายน,อ่างทอง,44.18,46.62,-2.44,12204,11957,2.07,94345,85461,10.40,93651,84745,10.51,694,716,-3.07,128.81,113.34,13.65,127.82,112.34,13.78,0.99,1.00,-1.00,0,58
มิถุนายน,จันทบุรี,58.16,55.39,2.77,102002,106961,-4.64,420901,298006,41.24,418697,296244,41.34,2204,1762,25.09,2080.98,1361.39,52.86,2066.98,1350.08,53.10,14.00,11.31,23.78,3,53
มิถุนายน,ฉะเชิงเทรา,44.14,36.24,7.90,30668,26190,17.10,451486,424533,6.35,447755,423038,5.84,3731,1495,149.57,808.04,613.32,31.75,801.81,609.74,31.50,6.23,3.58,74.02,0,48
มิถุนายน,ชลบุรี,71.54,70.65,0.89,1200824,1286443,-6.66,2107971,1965559,7.25,1278713,1170560,9.24,829258,794999,4.31,21530.47,26346.06,-18.28,8586.31,7392.38,16.15,12944.16,18953.68,-31.71,0,103
มิถุนายน,ตราด,53.16,51.15,2.01,135207,129168,4.68,175335,155574,12.70,147573,135542,8.88,27762,20032,38.59,1475.38,1245.70,18.44,1077.11,933.57,15.38,398.27,312.13,27.60,3,60
มิถุนายน,นครนายก,58.97,56.30,2.67,97071,94889,2.30,197065,151484,30.09,195835,150811,29.85,1230,673,82.76,520.69,423.43,22.97,515.15,420.98,22.37,5.54,2.45,126.12,0,53
มิถุนายน,ปราจีนบุรี,51.02,43.45,7.57,63657,60441,5.32,120692,106209,13.64,117129,105867,10.64,3563,342,941.81,378.30,308.18,22.75,364.16,306.70,18.73,14.14,1.48,855.41,1,39
มิถุนายน,ระยอง,75.73,70.45,5.28,280562,288021,-2.59,485429,449534,7.98,412022,395593,4.15,73407,53941,36.09,2356.73,2040.97,15.47,1671.69,1558.69,7.25,685.04,482.28,42.04,0,77
มิถุนายน,สระแก้ว,48.93,41.20,7.73,40145,37009,8.47,120888,103839,16.42,118963,93904,26.69,1925,9935,-80.62,370.43,335.35,10.46,363.48,309.60,17.40,6.95,25.75,-73.01,0,54
มิถุนายน,กระบี่,66.79,64.37,2.42,158695,265223,-40.17,415881,346199,20.13,186656,192131,-2.85,229225,154068,48.78,7590.17,6146.87,23.48,3983.57,2458.24,62.05,3606.60,3688.63,-2.22,1,61
มิถุนายน,ชุมพร,60.01,54.70,5.31,98983,87298,13.39,146664,123262,18.99,144585,122083,18.43,2079,1179,76.34,567.61,423.02,34.18,559.86,419.16,33.57,7.75,3.86,100.78,1,79
มิถุนายน,นครศรีธรรมราช,65.96,67.45,-1.49,176749,183409,-3.63,328779,331652,-0.87,324334,327782,-1.05,4445,3870,14.86,1156.90,1079.64,7.16,1135.33,1061.28,6.98,21.57,18.36,17.48,1,79
มิถุนายน,พังงา,74.61,58.28,16.33,94645,95131,-0.51,326220,249816,30.58,112387,109431,2.70,213833,140385,52.32,4371.13,3271.68,33.61,1111.70,943.77,17.79,3259.43,2327.91,40.02,3,63
มิถุนายน,ภูเก็ต,75.28,71.98,3.30,822625,910523,-9.65,954911,1021758,-6.54,227882,277694,-17.94,727029,744064,-2.29,35536.97,37722.24,-5.79,2351.09,2856.93,-17.71,33185.88,34865.31,-4.82,0,78
มิถุนายน,ระนอง,52.80,51.53,1.27,42028,45851,-8.34,63343,84992,-25.47,60915,82809,-26.44,2428,2183,11.22,261.12,268.22,-2.65,240.18,258.93,-7.24,20.94,9.29,125.40,4,58
มิถุนายน,สุราษฎร์ธานี,75.17,69.38,5.79,474696,426812,11.22,736533,583807,26.16,417058,321648,29.66,319475,262159,21.86,8776.64,8265.05,6.19,3614.41,2622.78,37.81,5162.23,5642.27,-8.51,4,80
มิถุนายน,ตรัง,51.54,48.12,3.42,60032,60739,-1.16,128810,104346,23.45,123259,101471,21.47,5551,2875,93.08,737.05,524.95,40.40,670.20,499.43,34.19,66.85,25.52,161.95,0,49
มิถุนายน,นราธิวาส,66.98,53.46,13.52,40194,34996,14.85,114999,64323,78.78,51988,29144,78.38,63011,35179,79.12,430.22,205.41,109.44,185.47,84.54,119.39,244.75,120.87,102.49,0,33
มิถุนายน,ปัตตานี,58.53,46.98,11.55,20228,19492,3.78,50727,33009,53.68,36011,23811,51.24,14716,9198,59.99,189.14,100.39,88.41,130.73,81.78,59.86,58.41,18.61,213.86,0,46
มิถุนายน,พัทลุง,67.02,62.58,4.44,46177,43051,7.26,144848,75594,91.61,137122,73407,86.80,7726,2187,253.27,387.62,171.71,125.74,362.40,165.53,118.93,25.22,6.18,308.09,0,33
มิถุนายน,ยะลา,85.44,66.93,18.51,97806,72153,35.55,178520,117178,52.35,102211,59361,72.19,76309,57817,31.98,705.74,457.85,54.14,300.78,166.76,80.37,404.96,291.09,39.12,0,36
มิถุนายน,สงขลา,73.41,69.83,3.58,274087,301323,-9.04,537696,474803,13.25,229365,261338,-12.23,308331,213465,44.44,3953.49,3644.11,8.49,1657.11,1809.55,-8.42,2296.38,1834.56,25.17,0,62
มิถุนายน,สตูล,63.89,59.21,4.68,88671,82642,7.30,189473,169127,12.03,164796,153395,7.43,24677,15732,56.86,1017.80,866.16,17.51,906.88,783.80,15.70,110.92,82.36,34.68,0,59
มิถุนายน,เชียงราย,62.03,62.46,-0.43,317204,340588,-6.87,429532,467716,-8.16,379247,415521,-8.73,50285,52195,-3.66,3255.46,3383.28,-3.78,2625.81,2817.77,-6.81,629.65,565.51,11.34,0,106
มิถุนายน,เชียงใหม่,67.34,64.17,3.17,563610,565008,-0.25,773446,812360,-4.79,528711,604620,-12.55,244735,207740,17.81,7247.17,7028.21,3.12,4294.07,4745.62,-9.52,2953.10,2282.59,29.37,0,159
มิถุนายน,น่าน,63.76,63.40,0.36,81014,82385,-1.66,113926,119041,-4.30,112395,117501,-4.35,1531,1540,-0.58,361.11,369.30,-2.22,352.62,361.81,-2.54,8.49,7.49,13.35,0,66
มิถุนายน,พะเยา,57.62,56.80,0.82,39432,39112,0.82,68910,75391,-8.60,66542,72483,-8.20,2368,2908,-18.57,159.27,168.51,-5.48,152.16,160.71,-5.32,7.11,7.80,-8.85,0,46
มิถุนายน,แพร่,60.28,58.19,2.09,46065,46058,0.02,96696,98291,-1.62,95540,97401,-1.91,1156,890,29.89,237.06,230.51,2.84,233.44,228.15,2.32,3.62,2.36,53.39,0,67
มิถุนายน,แม่ฮ่องสอน,48.56,43.07,5.49,91167,79191,15.12,99890,91394,9.30,80256,74779,7.32,19634,16615,18.17,522.74,446.35,17.11,376.16,337.89,11.33,146.58,108.46,35.15,0,73
มิถุนายน,ลำปาง,50.82,48.36,2.46,48836,54890,-11.03,103473,121179,-14.61,98805,115368,-14.36,4668,5811,-19.67,346.09,376.20,-8.00,320.72,349.39,-8.21,25.37,26.81,-5.37,0,61
มิถุนายน,ลำพูน,48.35,43.12,5.23,19583,23171,-15.48,91817,100974,-9.07,86471,96106,-10.03,5346,4868,9.82,135.26,144.97,-6.70,122.28,134.69,-9.21,12.98,10.28,26.26,0,63
มิถุนายน,กำแพงเพชร,35.87,35.86,0.01,31581,31607,-0.08,63840,65464,-2.48,61431,63203,-2.80,2409,2261,6.55,139.81,138.87,0.68,134.14,133.83,0.23,5.67,5.04,12.50,0,35
มิถุนายน,ตาก,59.22,55.76,3.46,123861,121590,1.87,175511,178643,-1.75,172337,174560,-1.27,3174,4083,-22.26,605.41,574.63,5.36,590.70,558.99,5.67,14.71,15.64,-5.95,0,75
มิถุนายน,นครสวรรค์,50.43,47.20,3.23,81150,77048,5.32,199879,195278,2.36,198551,194321,2.18,1328,957,38.77,562.19,502.24,11.94,557.46,499.86,11.52,4.73,2.38,98.74,0,64
มิถุนายน,พิจิตร,46.94,46.02,0.92,28961,27543,5.15,63157,60983,3.56,62942,60859,3.42,215,124,73.39,123.32,108.24,13.93,122.74,108.00,13.65,0.58,0.24,141.67,0,43
มิถุนายน,พิษณุโลก,50.12,43.79,6.33,129202,117851,9.63,241966,251725,-3.88,231894,241647,-4.04,10072,10078,-0.06,697.80,637.46,9.47,663.73,606.59,9.42,34.07,30.87,10.37,0,41
มิถุนายน,เพชรบูรณ์,40.78,37.26,3.52,146632,145571,0.73,188712,191362,-1.38,185033,186587,-0.83,3679,4775,-22.95,663.73,657.13,1.00,647.99,641.84,0.96,15.74,15.29,2.94,0,66
มิถุนายน,สุโขทัย,35.41,28.64,6.77,46141,41614,10.88,94339,101334,-6.90,77585,87598,-11.43,16754,13736,21.97,253.05,225.30,12.32,195.27,184.32,5.94,57.78,40.98,41.00,0,49
มิถุนายน,อุตรดิตถ์,43.80,45.78,-1.98,46639,47659,-2.14,76084,82425,-7.69,75698,82032,-7.72,386,393,-1.78,154.70,172.46,-10.30,153.56,171.84,-10.64,1.14,0.62,83.87,0,48
มิถุนายน,อุทัยธานี,50.66,43.78,6.88,28761,27279,5.43,71970,74197,-3.00,71841,74070,-3.01,129,127,1.57,125.19,124.95,0.19,124.89,124.74,0.12,0.30,0.21,42.86,0,48
มิถุนายน,กาฬสินธุ์,55.21,52.64,2.57,25250,24164,4.49,268325,74098,262.12,264086,72124,266.16,4239,1974,114.74,498.97,126.30,295.07,488.90,122.04,300.61,10.07,4.26,136.38,0,29
