เดือน,จังหวัด, อัตราการเข้าพักปี 2567 , อัตราการเข้าพักปี 2566 ,%การเปลี่ยนแปลง, จำนวนผู้เข้าพักปี 2567 (คน)  , จำนวนผู้เข้าพักปี 2566 (คน) ,%การเปลี่ยนแปลง, จำนวนผู้เยี่ยมเยือนทั้งหมดปี 2567 (คน) , จำนวนผู้เยี่ยมเยือนทั้งหมดปี 2566 (คน) ,%การเปลี่ยนแปลง, จำนวนผู้เยี่ยมเยือนคนไทยปี 2567 (คน) , จำนวนผู้เยี่ยมเยือนคนไทยปี 2566 (คน) ,%การเปลี่ยนแปลง, จำนวนผู้เยี่ยมเยือนชาวต่างชาติปี 2567 (คน) , จำนวนผู้เยี่ยมเยือนชาวต่างชาติปี 2566 (คน) ,%การเปลี่ยนแปลง, รายได้จากผู้เยี่ยมเยือนปี 2567 (ล้านบาท) , รายได้จากผู้เยี่ยมเยือนปี 2566 (ล้านบาท) ,%การเปลี่ยนแปลง, รายได้จากผู้เยี่ยมเยือนคนไทยปี 2567 (ล้านบาท) , รายได้จากผู้เยี่ยมเยือนคนไทยปี 2566 (ล้านบาท) ,%การเปลี่ยนแปลง, รายได้จากผู้เยี่ยมเยือนชาวต่างชาติปี 2567 (ล้านบาท) , รายได้จากผู้เยี่ยมเยือนชาวต่างชาติปี 2566 (ล้านบาท) ,%การเปลี่ยนแปลง,จำนวนอุทยานแห่งชาติ,จำนวนสถานที่ท่องเที่ยว
พฤศจิกายน,จันทบุรี,52.72,53.43,-0.71,86866,97616,-11.01,345358,279309,23.65,343049,277564,23.59,2309,1745,32.32,1416.57,1078.04,31.40,1402.37,1070.02,31.06,14.20,8.02,77.06,3,53
พฤศจิกายน,ฉะเชิงเทรา,43.53,45.29,-1.76,32215,35377,-8.94,520864,521725,-0.17,516969,519643,-0.51,3895,2082,87.08,708.02,709.16,-0.16,701.68,703.84,-0.31,6.34,5.32,19.17,0,48
พฤศจิกายน,ชลบุรี,81.96,82.39,-0.43,1442980,1425500,1.23,2674112,2187832,22.23,1683442,1369478,22.93,990670,818354,21.06,28504.31,25616.64,11.27,11268.37,9197.75,22.51,17235.94,16418.89,4.98,0,103
พฤศจิกายน,ตราด,46.48,43.75,2.73,130838,122901,6.46,184268,146707,25.60,142647,114666,24.40,41621,32041,29.90,1585.39,1242.00,27.65,1013.48,808.66,25.33,571.91,433.34,31.98,3,60
พฤศจิกายน,นครนายก,63.35,67.10,-3.75,103983,119658,-13.10,212684,215387,-1.25,210752,214068,-1.55,1932,1319,46.47,580.47,567.51,2.28,572.05,561.94,1.80,8.42,5.57,51.17,0,53
พฤศจิกายน,ปราจีนบุรี,45.78,44.57,1.21,60010,60772,-1.25,121708,111259,9.39,116969,110469,5.88,4739,790,499.87,372.08,326.12,14.09,352.24,323.01,9.05,19.84,3.11,537.94,1,39
พฤศจิกายน,ระยอง,73.10,66.32,6.78,242949,242932,0.01,435140,455916,-4.56,313627,389161,-19.41,121513,66755,82.03,2433.96,2150.28,13.19,1443.22,1726.22,-16.39,990.74,424.06,133.63,0,77
พฤศจิกายน,สระแก้ว,50.15,50.42,-0.27,44340,47853,-7.34,136084,164993,-17.52,125813,131930,-4.64,10271,33063,-68.94,486.86,503.80,-3.36,459.09,425.08,8.00,27.77,78.72,-64.72,0,54
พฤศจิกายน,กระบี่,78.46,73.19,5.27,173188,290882,-40.46,487034,448554,8.58,204494,203114,0.68,282540,245440,15.12,7109.72,6415.22,10.83,2113.06,2401.67,-12.02,4996.66,4013.55,24.49,1,61
พฤศจิกายน,ชุมพร,61.12,58.97,2.15,100067,96356,3.85,141082,140492,0.42,138382,137941,0.32,2700,2551,5.84,553.91,540.16,2.55,540.50,529.67,2.04,13.41,10.49,27.84,1,79
พฤศจิกายน,นครศรีธรรมราช,63.11,64.79,-1.68,176158,181983,-3.20,319615,344662,-7.27,314926,339927,-7.35,4689,4735,-0.97,1174.55,1219.48,-3.68,1148.61,1197.46,-4.08,25.94,22.02,17.80,1,79
พฤศจิกายน,พังงา,80.00,65.15,14.85,87705,99535,-11.89,387935,332448,16.69,128378,127061,1.04,259557,205387,26.37,3901.55,3672.80,6.23,939.80,805.42,16.68,2961.75,2867.38,3.29,3,63
พฤศจิกายน,ภูเก็ต,81.24,69.07,12.17,855345,921557,-7.18,1114259,1050447,6.07,291717,227625,28.16,822542,822822,-0.03,40702.71,38348.89,6.14,3032.24,2375.54,27.64,37670.47,35973.35,4.72,0,78
พฤศจิกายน,ระนอง,55.80,50.29,5.51,38758,50923,-23.89,61111,67953,-10.07,57655,64985,-11.28,3456,2968,16.44,238.52,244.83,-2.58,212.32,230.89,-8.04,26.20,13.94,87.95,4,58
พฤศจิกายน,สุราษฎร์ธานี,76.13,73.20,2.93,485499,470970,3.08,741847,627144,18.29,405510,350367,15.74,336337,276777,21.52,9315.87,8453.59,10.20,2669.79,2228.46,19.80,6646.08,6225.13,6.76,4,80
พฤศจิกายน,ตรัง,57.99,53.79,4.20,69595,65822,5.73,140611,117258,19.92,133747,111070,20.42,6864,6188,10.92,734.94,504.54,45.67,661.80,468.35,41.30,73.14,36.19,102.10,0,49
พฤศจิกายน,นราธิวาส,52.06,59.78,-7.72,31827,37892,-16.01,74979,88730,-15.50,30605,31037,-1.39,44374,57693,-23.09,289.56,304.14,-4.79,85.50,95.76,-10.71,204.06,208.38,-2.07,0,33
พฤศจิกายน,ปัตตานี,47.09,53.92,-6.83,14711,21788,-32.48,31814,48870,-34.90,25341,33479,-24.31,6473,15391,-57.94,109.66,134.96,-18.75,77.51,95.27,-18.64,32.15,39.69,-19.00,0,46
พฤศจิกายน,พัทลุง,56.40,60.49,-4.09,38056,43440,-12.39,129109,132139,-2.29,126783,129704,-2.25,2326,2435,-4.48,224.45,260.87,-13.96,217.89,255.55,-14.74,6.56,5.32,23.31,0,33
พฤศจิกายน,ยะลา,67.56,75.90,-8.34,74174,84388,-12.10,110062,155858,-29.38,62885,93653,-32.85,47177,62205,-24.16,413.79,501.51,-17.49,191.98,260.28,-26.24,221.81,241.23,-8.05,0,36
พฤศจิกายน,สงขลา,71.76,78.16,-6.40,229062,348462,-34.26,481769,532293,-9.49,231686,301567,-23.17,250083,230726,8.39,3894.63,4261.39,-8.61,1798.97,2260.16,-20.41,2095.66,2001.23,4.72,0,62
พฤศจิกายน,สตูล,65.94,63.87,2.07,90324,86204,4.78,220269,169382,30.04,180467,130176,38.63,39802,39206,1.52,1192.30,883.38,34.97,940.17,694.16,35.44,252.13,189.22,33.25,0,59
พฤศจิกายน,เชียงราย,81.56,79.50,2.06,387205,430410,-10.04,564685,608368,-7.18,500979,530493,-5.56,63706,77875,-18.19,4723.67,5003.04,-5.58,3973.51,4128.40,-3.75,750.16,874.64,-14.23,0,106
พฤศจิกายน,เชียงใหม่,90.25,84.26,5.99,720119,737199,-2.32,1143870,1113226,2.75,816525,802994,1.69,327345,310232,5.52,10222.69,9931.48,2.93,6488.73,6365.30,1.94,3733.96,3566.18,4.70,0,159
พฤศจิกายน,น่าน,78.91,78.86,0.05,92840,92996,-0.17,133679,131468,1.68,131470,128877,2.01,2209,2591,-14.74,375.41,370.55,1.31,363.67,356.90,1.90,11.74,13.65,-13.99,0,66
พฤศจิกายน,พะเยา,71.28,69.24,2.04,44110,44511,-0.90,96618,95689,0.97,92384,91343,1.14,4234,4346,-2.58,259.46,250.89,3.42,247.47,238.54,3.74,11.99,12.35,-2.91,0,46
พฤศจิกายน,แพร่,69.12,68.76,0.36,49749,49428,0.65,122549,119232,2.78,118911,116317,2.23,3638,2915,24.80,273.56,276.23,-0.97,263.35,270.13,-2.51,10.21,6.10,67.38,0,67
พฤศจิกายน,แม่ฮ่องสอน,62.06,60.63,1.43,106459,109985,-3.21,115453,118564,-2.62,91838,96510,-4.84,23615,22054,7.08,621.01,611.51,1.55,459.60,448.68,2.43,161.41,162.83,-0.87,0,73
พฤศจิกายน,ลำปาง,73.96,70.84,3.12,63121,82409,-23.41,176806,192218,-8.02,161334,181279,-11.00,15472,10939,41.44,593.65,626.75,-5.28,516.10,580.80,-11.14,77.55,45.95,68.77,0,61
พฤศจิกายน,ลำพูน,70.58,66.73,3.85,25010,32848,-23.86,124215,131624,-5.63,117472,125224,-6.19,6743,6400,5.36,214.40,208.99,2.59,200.30,194.99,2.72,14.10,14.00,0.71,0,63
พฤศจิกายน,กำแพงเพชร,44.21,40.19,4.02,34823,32803,6.16,81325,75193,8.16,78874,72583,8.67,2451,2610,-6.09,165.63,156.48,5.85,159.23,150.46,5.83,6.40,6.02,6.31,0,35
พฤศจิกายน,ตาก,74.82,70.83,3.99,145506,149778,-2.85,201286,200660,0.31,197484,196944,0.27,3802,3716,2.31,712.12,708.86,0.46,692.41,688.45,0.58,19.71,20.41,-3.43,0,75
พฤศจิกายน,นครสวรรค์,53.40,54.81,-1.41,86087,87901,-2.06,181237,183878,-1.44,179734,182911,-1.74,1503,967,55.43,474.06,494.17,-4.07,468.23,490.59,-4.56,5.83,3.58,62.85,0,64
พฤศจิกายน,พิจิตร,50.26,51.20,-0.94,30273,29173,3.77,69078,72688,-4.97,68821,72536,-5.12,257,152,69.08,126.22,141.77,-10.97,125.53,141.43,-11.24,0.69,0.34,102.94,0,43
พฤศจิกายน,พิษณุโลก,56.81,53.84,2.97,148125,143372,3.32,271558,260931,4.07,244622,248108,-1.41,26936,12823,110.06,815.52,793.39,2.79,719.83,744.15,-3.27,95.69,49.24,94.33,0,41
พฤศจิกายน,เพชรบูรณ์,58.22,59.64,-1.42,179505,212711,-15.61,220232,255716,-13.88,216178,250689,-13.77,4054,5027,-19.36,801.16,876.93,-8.64,786.04,860.83,-8.69,15.12,16.10,-6.09,0,66
พฤศจิกายน,สุโขทัย,49.76,46.28,3.48,55485,63627,-12.80,131645,133366,-1.29,96261,111910,-13.98,35384,21456,64.91,372.55,344.77,8.06,261.86,280.39,-6.61,110.69,64.38,71.93,0,49
พฤศจิกายน,อุตรดิตถ์,52.40,47.06,5.34,50849,48039,5.85,97852,93929,4.18,97234,93320,4.19,618,609,1.48,197.00,189.44,3.99,195.40,188.24,3.80,1.60,1.20,33.33,0,48
พฤศจิกายน,อุทัยธานี,53.28,51.92,1.36,30669,31470,-2.55,93114,89325,4.24,92740,89195,3.97,374,130,187.69,171.10,166.20,2.95,170.16,165.88,2.58,0.94,0.32,193.75,0,48
พฤศจิกายน,กาฬสินธุ์,54.59,48.49,6.10,25176,22201,13.40,263096,67563,289.41,259233,65496,295.80,3863,2067,86.89,409.05,105.71,286.95,399.45,100.53,297.34,9.60,5.18,85.33,0,29
พฤศจิกายน,ขอนแก่น,60.35,62.72,-2.37,165500,174485,-5.15,370196,356084,3.96,359677,347716,3.44,10519,8368,25.71,1170.27,1092.64,7.10,1139.01,1070.22,6.43,31.26,22.42,39.43,0,52
พฤศจิกายน,นครพนม,69.87,75.99,-6.12,62317,65040,-4.19,180438,177623,1.58,165250,163113,1.31,15188,14510,4.67,352.80,335.21,5.25,317.40,299.41,6.01,35.40,35.80,-1.12,0,39
พฤศจิกายน,บึงกาฬ,53.03,53.54,-0.51,32950,33468,-1.55,75125,73031,2.87,71910,70337,2.24,3215,2694,19.34,137.52,131.90,4.26,131.22,125.82,4.29,6.30,6.08,3.62,0,29
พฤศจิกายน,มหาสารคาม,49.58,49.05,0.53,23729,24769,-4.20,52077,48768,6.79,50998,47580,7.18,1079,1188,-9.18,89.74,81.77,9.75,87.04,78.86,10.37,2.70,2.91,-7.22,0,29
พฤศจิกายน,เลย,72.92,70.69,2.23,117638,121972,-3.55,199493,200709,-0.61,195483,198430,-1.49,4010,2279,75.95,523.96,480.66,9.01,510.95,471.04,8.47,13.01,9.62,35.24,0,63
พฤศจิกายน,สกลนคร,47.29,49.10,-1.81,51284,56593,-9.38,150124,144563,3.85,148233,142789,3.81,1891,1774,6.60,278.24,243.05,14.48,273.38,237.90,14.91,4.86,5.15,-5.63,0,45
พฤศจิกายน,หนองคาย,60.74,60.74,0.00,83078,84915,-2.16,290427,258401,12.39,192212,192250,-0.02,98215,66151,48.47,640.75,537.53,19.20,400.58,402.22,-0.41,240.17,135.31,77.50,0,30
พฤศจิกายน,หนองบัวลำภู,45.16,40.23,4.93,8757,9339,-6.23,30861,28654,7.70,30566,28480,7.32,295,174,69.54,35.06,32.88,6.63,34.74,32.49,6.93,0.32,0.39,-17.95,0,29
พฤศจิกายน,อุดรธานี,69.94,61.84,8.10,153418,135270,13.42,446913,364694,22.54,344559,285421,20.72,102354,79273,29.12,1272.19,953.62,33.41,918.82,716.18,28.29,353.37,237.44,48.82,0,32
พฤศจิกายน,ชัยภูมิ,70.40,64.17,6.23,76950,75003,2.60,162735,151135,7.68,161661,150712,7.26,1074,423,153.90,264.31,240.25,10.01,261.54,239.00,9.43,2.77,1.25,121.60,0,47
พฤศจิกายน,นครราชสีมา,77.54,75.60,1.94,445178,447768,-0.58,793371,782845,1.34,756204,763586,-0.97,37167,19259,92.99,2009.03,1902.71,5.59,1882.86,1838.81,2.40,126.17,63.90,97.45,1,97
พฤศจิกายน,บุรีรัมย์,65.10,64.74,0.36,142763,127447,12.02,272998,270361,0.98,267550,266144,0.53,5448,4217,29.19,668.87,661.43,1.12,652.84,649.10,0.58,16.03,12.33,30.01,1,41
พฤศจิกายน,มุกดาหาร,48.18,50.66,-2.48,35641,38956,-8.51,158042,163412,-3.29,141264,152138,-7.15,16778,11274,48.82,297.28,300.17,-0.96,260.48,272.49,-4.41,36.80,27.68,32.95,0,44
พฤศจิกายน,ยโสธร,46.97,43.25,3.72,11048,11279,-2.05,52052,45480,14.45,51709,45172,14.47,343,308,11.36,82.92,70.04,18.39,82.33,69.20,18.97,0.59,0.84,-29.76,0,22
พฤศจิกายน,ร้อยเอ็ด,53.75,49.39,4.36,28750,32159,-10.60,80224,72019,11.39,78637,70250,11.94,1587,1769,-10.29,149.66,122.72,21.95,145.25,118.47,22.60,4.41,4.25,3.76,0,37
พฤศจิกายน,ศรีษะเกษ,52.83,49.34,3.49,28902,29238,-1.15,100893,87564,15.22,100191,86987,15.18,702,577,21.66,166.46,137.85,20.75,164.42,136.39,20.55,2.04,1.46,39.73,0,38
พฤศจิกายน,สุรินทร์,55.85,62.57,-6.72,71359,81831,-12.80,114935,117302,-2.02,111202,114704,-3.05,3733,2598,43.69,257.13,258.77,-0.63,248.54,250.37,-0.73,8.59,8.40,2.26,0,36
พฤศจิกายน,อำนาจเจริญ,37.80,35.47,2.33,6126,6384,-4.04,22397,23069,-2.91,21671,22649,-4.32,726,420,72.86,34.10,34.00,0.29,32.78,33.32,-1.62,1.32,0.68,94.12,0,24
พฤศจิกายน,อุบลราชธานี,56.95,53.40,3.55,97342,94221,3.31,257054,259041,-0.77,253493,256700,-1.25,3561,2341,52.11,631.68,623.68,1.28,623.06,617.00,0.98,8.62,6.68,29.04,0,55
ธันวาคม,กรุงเทพมหานคร,83.98,81.66,2.32,3082557,3029961,1.74,5668506,5164019,9.77,3070651,2984695,2.88,2597855,2179324,19.20,96989.96,83453.61,16.22,25055.01,23040.80,8.74,71934.95,60412.81,19.07,0,177
ธันวาคม,กาญจนบุรี,74.84,70.17,4.67,329831,313647,5.16,1405048,1303928,7.76,1366218,1267688,7.77,38830,36240,7.15,3331.14,3048.97,9.25,3178.10,2901.79,9.52,153.04,147.18,3.98,6,95
ธันวาคม,นครปฐม,63.25,62.47,0.78,95823,93106,2.92,421776,406116,3.86,414823,400869,3.48,6953,5247,32.51,715.37,691.22,3.49,693.54,677.00,2.44,21.83,14.22,53.52,0,66
ธันวาคม,ประจวบศิรีขันธ์,78.40,79.43,-1.03,532714,543643,-2.01,1083799,1096082,-1.12,1011404,1036801,-2.45,72395,59281,22.12,5276.09,5049.51,4.49,4460.94,4396.89,1.46,815.15,652.62,24.90,4,64
ธันวาคม,เพชรบุรี,74.22,73.45,0.77,377201,366431,2.94,977355,1000082,-2.27,952141,976933,-2.54,25214,23149,8.92,3381.31,3352.80,0.85,3171.36,3161.44,0.31,209.95,191.36,9.71,1,58
ธันวาคม,ราชบุรี,62.71,60.57,2.14,99616,96158,3.60,248618,229813,8.18,236935,221824,6.81,11683,7989,46.24,541.74,452.54,19.71,513.10,430.86,19.09,28.64,21.68,32.10,1,71
ธันวาคม,สมุทรปราการ,56.19,54.38,1.81,100537,98062,2.52,327308,310049,5.57,252997,245559,3.03,74311,64490,15.23,749.48,672.55,11.44,508.76,446.14,14.04,240.72,226.41,6.32,0,41
ธันวาคม,สมุทรสงคราม,58.69,61.00,-2.31,69920,72215,-3.18,508455,500277,1.63,498862,490802,1.64,9593,9475,1.25,673.75,629.56,7.02,657.89,613.92,7.16,15.86,15.64,1.41,0,39
ธันวาคม,สมุทรสาคร,47.65,45.75,1.90,35080,32064,9.41,136120,128742,5.73,135298,127942,5.75,822,800,2.75,243.54,232.77,4.63,241.63,231.02,4.59,1.91,1.75,9.14,0,36
ธันวาคม,ชัยนาท,54.91,54.51,0.40,23150,22662,2.15,107861,105408,2.33,107348,104908,2.33,513,500,2.60,181.36,172.07,5.40,180.28,171.15,5.33,1.08,0.92,17.39,0,36
ธันวาคม,นนทบุรี,63.60,60.30,3.30,103989,101877,2.07,344119,334668,2.82,325798,316547,2.92,18321,18121,1.10,605.13,555.35,8.96,561.01,511.69,9.64,44.12,43.66,1.05,0,76
ธันวาคม,ปทุมธานี,59.52,57.03,2.49,78246,75608,3.49,305589,284828,7.29,272006,259705,4.74,33583,25123,33.67,537.32,466.27,15.24,471.48,412.05,14.42,65.84,54.22,21.43,0,57
ธันวาคม,พระนครศรีอยุธยา,71.46,68.43,3.03,102974,97829,5.26,1218308,1016871,19.81,1015057,909877,11.56,203251,106994,89.96,2714.14,2164.22,25.41,2206.41,1881.72,17.25,507.73,282.50,79.73,0,84
ธันวาคม,ลพบุรี,60.91,60.54,0.37,70709,69896,1.16,428342,393430,8.87,425369,391885,8.54,2973,1545,92.43,700.06,635.95,10.08,693.40,632.59,9.61,6.66,3.36,98.21,0,47
ธันวาคม,สระบุรี,66.01,64.96,1.05,98120,95689,2.54,494863,487723,1.46,485980,479690,1.31,8883,8033,10.58,928.93,883.68,5.12,912.68,868.92,5.04,16.25,14.76,10.09,2,50
ธันวาคม,สิงห์บุรี,54.89,55.74,-0.85,18849,19053,-1.07,76333,71310,7.04,75478,70526,7.02,855,784,9.06,147.06,122.83,19.73,145.49,121.48,19.76,1.57,1.35,16.30,0,36
ธันวาคม,สุพรรณบุรี,66.74,66.20,0.54,96851,99678,-2.84,637339,582038,9.50,633331,578079,9.56,4008,3959,1.24,1125.00,1050.56,7.09,1113.11,1039.00,7.13,11.89,11.56,2.85,1,62
ธันวาคม,อ่างทอง,55.14,53.93,1.21,13633,13160,3.59,101812,95411,6.71,100959,94559,6.77,853,852,0.12,150.45,127.46,18.04,149.19,126.26,18.16,1.26,1.20,5.00,0,58
ธันวาคม,จันทบุรี,60.14,57.53,2.61,109416,106861,2.39,355175,305685,16.19,352747,303649,16.17,2428,2036,19.25,1409.05,1179.95,19.42,1396.97,1170.59,19.34,12.08,9.36,29.06,3,53
ธันวาคม,ฉะเชิงเทรา,48.70,48.33,0.37,38992,38323,1.75,572641,565276,1.30,569978,563047,1.23,2663,2229,19.47,796.91,768.33,3.72,791.07,762.63,3.73,5.84,5.70,2.46,0,48
ธันวาคม,ชลบุรี,88.98,86.28,2.70,1662346,1598786,3.98,2846185,2453362,16.01,1809511,1534753,17.90,1036674,918609,12.85,32116.82,28670.04,12.02,12180.49,10307.82,18.17,19936.33,18362.22,8.57,0,103
ธันวาคม,ตราด,53.59,50.44,3.15,158007,147987,6.77,195426,176453,10.75,151842,142994,6.19,43584,33459,30.26,1600.08,1461.75,9.46,1072.31,1008.44,6.33,527.77,453.31,16.43,3,60
ธันวาคม,นครนายก,67.97,70.40,-2.43,124944,132308,-5.57,217944,238158,-8.49,215755,236708,-8.85,2189,1450,50.97,580.37,627.50,-7.51,572.40,621.36,-7.88,7.97,6.14,29.80,0,53
ธันวาคม,ปราจีนบุรี,54.46,53.00,1.46,73518,72369,1.59,137825,132489,4.03,135582,131667,2.97,2243,822,172.87,410.99,388.25,5.86,403.50,385.00,4.81,7.49,3.25,130.46,1,39
ธันวาคม,ระยอง,75.23,71.38,3.85,276604,260464,6.20,555037,487618,13.83,432021,424854,1.69,123016,62764,96.00,2654.53,2283.26,16.26,1989.45,1884.55,5.57,665.08,398.71,66.81,0,77
ธันวาคม,สระแก้ว,53.67,55.75,-2.08,47106,51874,-9.19,150143,179198,-16.21,136756,142958,-4.34,13387,36240,-63.06,487.54,546.92,-10.86,458.36,460.61,-0.49,29.18,86.31,-66.19,0,54
ธันวาคม,กระบี่,83.91,78.37,5.54,316905,308372,2.77,537275,478488,12.29,184162,172764,6.60,353113,305724,15.50,7958.48,7042.15,13.01,2257.96,2042.83,10.53,5700.52,4999.32,14.03,1,61
ธันวาคม,ชุมพร,66.00,63.44,2.56,112087,107591,4.18,163296,156888,4.08,160035,153995,3.92,3261,2893,12.72,638.78,603.20,5.90,625.07,591.31,5.71,13.71,11.89,15.31,1,79
ธันวาคม,นครศรีธรรมราช,70.65,68.84,1.81,211282,200761,5.24,423785,380227,11.46,418026,374995,11.48,5759,5232,10.07,1493.49,1345.31,11.01,1464.16,1320.99,10.84,29.33,24.32,20.60,1,79
ธันวาคม,พังงา,85.74,71.67,14.07,134833,115501,16.74,414274,384000,7.88,172773,165352,4.49,241501,218648,10.45,4608.48,4100.68,12.38,1152.76,1048.13,9.98,3455.72,3052.55,13.21,3,63
ธันวาคม,ภูเก็ต,90.65,70.31,20.34,1287882,1032905,24.69,1434777,1177757,21.82,313663,256806,22.14,1121114,920951,21.73,52536.23,42943.55,22.34,3267.35,2680.09,21.91,49268.88,40263.46,22.37,0,78
ธันวาคม,ระนอง,60.46,54.35,6.11,62376,56775,9.87,82939,75766,9.47,79210,72444,9.34,3729,3322,12.25,298.73,273.00,9.42,276.46,257.40,7.40,22.27,15.60,42.76,4,58
ธันวาคม,สุราษฎร์ธานี,85.76,82.19,3.57,572547,545181,5.02,830809,720591,15.30,459745,384607,19.54,371064,335984,10.44,11527.30,10002.97,15.24,3290.21,2446.20,34.50,8237.09,7556.77,9.00,4,80
ธันวาคม,ตรัง,65.84,61.39,4.45,83759,79161,5.81,148319,140879,5.28,139925,133012,5.20,8394,7867,6.70,692.85,606.88,14.17,642.37,560.87,14.53,50.48,46.01,9.72,0,49
ธันวาคม,นราธิวาส,62.30,60.96,1.34,46527,42366,9.82,111574,98856,12.87,38535,35089,9.82,73039,63767,14.54,383.00,338.58,13.12,125.30,108.27,15.73,257.70,230.31,11.89,0,33
ธันวาคม,ปัตตานี,58.54,54.69,3.85,22909,22674,1.04,55938,51191,9.27,36124,34555,4.54,19814,16636,19.10,169.49,141.22,20.02,100.88,98.32,2.60,68.61,42.90,59.93,0,46
ธันวาคม,พัทลุง,62.32,64.59,-2.27,45641,45901,-0.57,141422,139622,1.29,138092,137199,0.65,3330,2423,37.43,297.71,275.60,8.02,290.14,270.31,7.34,7.57,5.29,43.10,0,33
ธันวาคม,ยะลา,78.22,78.81,-0.59,91860,92604,-0.80,183070,172597,6.07,115392,110188,4.72,67678,62409,8.44,590.72,548.24,7.75,324.24,306.24,5.88,266.48,242.00,10.12,0,36
ธันวาคม,สงขลา,81.32,83.11,-1.79,373698,383776,-2.63,625618,583884,7.15,356902,359015,-0.59,268716,224869,19.50,5098.30,4641.17,9.85,2846.50,2690.72,5.79,2251.80,1950.45,15.45,0,62
ธันวาคม,สตูล,71.20,68.67,2.53,99994,96241,3.90,213057,189021,12.72,153115,137157,11.63,59942,51864,15.58,1179.19,981.70,20.12,849.79,731.39,16.19,329.40,250.31,31.60,0,59
ธันวาคม,เชียงราย,90.79,87.31,3.48,502537,482436,4.17,711420,682205,4.28,619661,592406,4.60,91759,89799,2.18,5932.13,5618.79,5.58,4878.20,4610.24,5.81,1053.93,1008.55,4.50,0,106
ธันวาคม,เชียงใหม่,93.41,90.72,2.69,854091,824615,3.57,1306315,1240784,5.28,936880,877578,6.76,369435,363206,1.72,11764.54,11131.67,5.69,7478.01,6956.53,7.50,4286.53,4175.14,2.67,0,159
ธันวาคม,น่าน,88.16,85.70,2.46,110338,106884,3.23,156439,151106,3.53,153899,148584,3.58,2540,2522,0.71,441.45,424.73,3.94,428.08,411.47,4.04,13.37,13.26,0.83,0,66
ธันวาคม,พะเยา,78.54,74.63,3.91,54308,51348,5.76,116503,110006,5.91,111925,105771,5.82,4578,4235,8.10,308.04,288.24,6.87,295.05,276.23,6.81,12.99,12.01,8.16,0,46
ธันวาคม,แพร่,74.83,74.24,0.59,55904,54304,2.95,135735,131050,3.57,132067,127748,3.38,3668,3302,11.08,303.46,303.59,-0.04,293.04,296.67,-1.22,10.42,6.92,50.58,0,67
ธันวาคม,แม่ฮ่องสอน,68.50,68.10,0.40,129530,127960,1.23,139753,137994,1.27,114152,113499,0.58,25601,24495,4.52,723.35,708.69,2.07,537.67,527.66,1.90,185.68,181.03,2.57,0,73
ธันวาคม,ลำปาง,80.22,78.12,2.10,95742,92798,3.17,226760,216707,4.64,212638,203431,4.53,14122,13276,6.37,746.90,707.56,5.56,685.82,651.78,5.22,61.08,55.78,9.50,0,61
ธันวาคม,ลำพูน,76.81,72.58,4.23,38093,36115,5.48,154009,144698,6.43,146547,137556,6.54,7462,7142,4.48,248.34,229.80,8.07,231.95,214.20,8.29,16.39,15.60,5.06,0,63
ธันวาคม,กำแพงเพชร,47.96,45.87,2.09,40470,39060,3.61,94505,89528,5.56,91219,86438,5.53,3286,3090,6.34,198.53,186.33,6.55,190.73,179.20,6.43,7.80,7.13,9.40,0,35
ธันวาคม,ตาก,79.24,75.29,3.95,168512,161481,4.35,225851,216350,4.39,221882,212270,4.53,3969,4080,-2.72,802.75,764.42,5.01,780.62,742.00,5.20,22.13,22.42,-1.29,0,75
ธันวาคม,นครสวรรค์,60.38,59.73,0.65,101127,99992,1.14,212409,209167,1.55,211070,208049,1.45,1339,1118,19.77,572.13,562.16,1.77,567.12,558.01,1.63,5.01,4.15,20.72,0,64
ธันวาคม,พิจิตร,58.40,56.78,1.62,34081,32875,3.67,85163,81917,3.96,84906,81725,3.89,257,192,33.85,167.01,159.76,4.54,166.41,159.32,4.45,0.60,0.44,36.36,0,43
ธันวาคม,พิษณุโลก,61.29,57.76,3.53,167283,158879,5.29,311633,289238,7.74,284070,273575,3.84,27563,15663,75.98,953.58,880.70,8.28,856.91,820.55,4.43,96.67,60.15,60.71,0,41
ธันวาคม,เพชรบูรณ์,68.43,66.82,1.61,256914,250463,2.58,309571,300889,2.89,304569,295319,3.13,5002,5570,-10.20,1067.21,1031.92,3.42,1050.53,1014.08,3.59,16.68,17.84,-6.50,0,66
ธันวาคม,สุโขทัย,47.74,43.89,3.85,69017,65282,5.72,149424,136156,9.74,116853,115765,0.94,32571,20391,59.73,390.89,351.25,11.29,297.00,290.06,2.39,93.89,61.19,53.44,0,49
ธันวาคม,อุตรดิตถ์,60.57,54.21,6.36,60676,55881,8.58,118827,109293,8.72,118036,108511,8.78,791,782,1.15,236.87,220.45,7.45,234.87,218.89,7.30,2.00,1.56,28.21,0,48
ธันวาคม,อุทัยธานี,58.13,56.17,1.96,35791,34802,2.84,103641,98781,4.92,103316,98621,4.76,325,160,103.13,194.23,183.78,5.69,193.47,183.40,5.49,0.76,0.38,100.00,0,48
ธันวาคม,กาฬสินธุ์,58.01,51.62,6.39,26330,24258,8.54,272492,73915,268.66,268541,71413,276.04,3951,2502,57.91,422.27,115.89,264.37,412.32,109.61,276.17,9.95,6.28,58.44,0,29
